RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,Geolocation
NHANES~2005-2006~59~NH001~AGE08~Crude,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),34.7,34.7,,,30.2,39.4,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
NHANES~2005-2006~59~NH001~RAC01~Crude,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.9,8.9,,,7.6,10.4,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
NHANES~2005-2006~59~NH001~RAC01~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.0,8.0,,,7.2,9.0,Race,Non-Hispanic White,C1,T1,NH001,AgeStdz,BOC04,RAC01,59,
NHANES~2005-2006~59~NH001~RAC02~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),9.3,9.3,,,7.8,11.0,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,
NHANES~2005-2006~59~NH001~RAC02~Crude,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.0,8.0,,,6.5,9.8,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,
NHANES~2005-2006~59~NH001~RAC03~Crude,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,
NHANES~2005-2006~59~NH001~RAC03~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
NHANES~2005-2006~59~NH001~RAC04~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C1,T1,NH001,AgeStdz,BOC04,RAC04,59,
NHANES~2005-2006~59~NH001~RAC04~Crude,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C1,T1,NH001,Crude,BOC04,RAC04,59,
NHANES~2005-2006~59~NH001~RAC07~Crude,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
NHANES~2005-2006~59~NH001~RAC07~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),5.8,5.8,,,3.6,9.2,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
NHANES~2007-2008~59~NH001~OVR01~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.8,7.8,,,6.8,9.0,Overall,Overall,C1,T1,NH001,Crude,BOC01,OVR01,59,
NHANES~2007-2008~59~NH001~OVR01~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.6,7.6,,,6.7,8.7,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
NHANES~2007-2008~59~NH001~GEN01~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.9,8.9,,,8.0,9.9,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,
NHANES~2007-2008~59~NH001~GEN01~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.6,8.6,,,7.6,9.8,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
NHANES~2007-2008~59~NH001~GEN02~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.1,7.1,,,5.7,8.7,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
NHANES~2007-2008~59~NH001~GEN02~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.6,6.6,,,5.4,8.1,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,
NHANES~2007-2008~59~NH001~AGE02~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),0.4,0.4,,,0.1,1.6,Age,20-24,C1,T1,NH001,Crude,BOC03,AGE02,59,
NHANES~2007-2008~59~NH001~AGE04~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),1.5,1.5,,,1.0,2.4,Age,25-44,C1,T1,NH001,Crude,BOC03,AGE04,59,
NHANES~2007-2008~59~NH001~AGE05~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.6,7.6,,,6.2,9.3,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,
NHANES~2007-2008~59~NH001~AGE06~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),26.7,26.7,,,22.5,31.5,Age,65+,C1,T1,NH001,Crude,BOC03,AGE06,59,
NHANES~2007-2008~59~NH001~AGE07~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),10.5,10.5,,,9.0,12.1,Age,35+,C1,T1,NH001,Crude,BOC03,AGE07,59,
NHANES~2007-2008~59~NH001~AGE08~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),31.8,31.8,,,26.6,37.6,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
NHANES~2007-2008~59~NH001~RAC01~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.6,8.6,,,7.2,10.3,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
NHANES~2007-2008~59~NH001~RAC01~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.6,7.6,,,6.3,9.1,Race,Non-Hispanic White,C1,T1,NH001,AgeStdz,BOC04,RAC01,59,
NHANES~2007-2008~59~NH001~RAC02~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.5,8.5,,,6.8,10.5,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,
NHANES~2007-2008~59~NH001~RAC02~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.7,7.7,,,6.2,9.6,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,
NHANES~2007-2008~59~NH001~RAC03~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,
NHANES~2007-2008~59~NH001~RAC03~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
NHANES~2007-2008~59~NH001~RAC04~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C1,T1,NH001,AgeStdz,BOC04,RAC04,59,
NHANES~2007-2008~59~NH001~RAC04~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C1,T1,NH001,Crude,BOC04,RAC04,59,
NHANES~2007-2008~59~NH001~RAC07~Crude,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.8,6.8,,,4.4,10.4,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
NHANES~2007-2008~59~NH001~RAC07~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.9,7.9,,,5.4,11.3,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
NHANES~2009-2010~59~NH001~OVR01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.2,7.8,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
NHANES~2009-2010~59~NH001~OVR01~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.3,7.3,,,6.3,8.5,Overall,Overall,C1,T1,NH001,Crude,BOC01,OVR01,59,
NHANES~2009-2010~59~NH001~GEN01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.9,8.9,,,7.9,10.1,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,
NHANES~2009-2010~59~NH001~GEN01~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.9,8.9,,,7.6,10.5,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
NHANES~2009-2010~59~NH001~GEN02~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),5.8,5.8,,,4.8,7.0,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
NHANES~2009-2010~59~NH001~GEN02~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),5.4,5.4,,,4.5,6.4,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,
NHANES~2009-2010~59~NH001~AGE02~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),0.5,0.5,,,0.2,1.5,Age,20-24,C1,T1,NH001,Crude,BOC03,AGE02,59,
NHANES~2009-2010~59~NH001~AGE04~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),1.4,1.4,,,0.9,2.2,Age,25-44,C1,T1,NH001,Crude,BOC03,AGE04,59,
NHANES~2009-2010~59~NH001~AGE05~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.1,8.1,,,7.0,9.3,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,
NHANES~2009-2010~59~NH001~AGE06~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),22.1,22.1,,,19.0,25.6,Age,65+,C1,T1,NH001,Crude,BOC03,AGE06,59,
NHANES~2009-2010~59~NH001~AGE07~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),9.9,9.9,,,8.6,11.3,Age,35+,C1,T1,NH001,Crude,BOC03,AGE07,59,
NHANES~2009-2010~59~NH001~AGE08~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),28.9,28.9,,,26.1,32.0,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
NHANES~2009-2010~59~NH001~RAC01~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.1,8.1,,,6.7,9.7,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
NHANES~2009-2010~59~NH001~RAC01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Race,Non-Hispanic White,C1,T1,NH001,AgeStdz,BOC04,RAC01,59,
NHANES~2009-2010~59~NH001~RAC02~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.6,7.6,,,6.4,9.0,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,
NHANES~2009-2010~59~NH001~RAC02~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.2,8.2,,,7.2,9.2,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,
NHANES~2009-2010~59~NH001~RAC03~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
NHANES~2009-2010~59~NH001~RAC03~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,
NHANES~2009-2010~59~NH001~RAC04~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C1,T1,NH001,AgeStdz,BOC04,RAC04,59,
NHANES~2009-2010~59~NH001~RAC04~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C1,T1,NH001,Crude,BOC04,RAC04,59,
NHANES~2009-2010~59~NH001~RAC07~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),5.0,5.0,,,3.0,8.2,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
NHANES~2009-2010~59~NH001~RAC07~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.3,6.3,,,4.0,9.8,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
NHANES~2011-2012~59~NH001~OVR01~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.3,7.7,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
NHANES~2011-2012~59~NH001~OVR01~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.5,7.5,,,6.6,8.5,Overall,Overall,C1,T1,NH001,Crude,BOC01,OVR01,59,
NHANES~2011-2012~59~NH001~GEN01~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,,,7.1,10.1,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
NHANES~2011-2012~59~NH001~GEN01~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.1,8.1,,,7.1,9.3,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,
NHANES~2011-2012~59~NH001~GEN02~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.0,6.0,,,5.4,6.6,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,
NHANES~2011-2012~59~NH001~GEN02~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.7,6.7,,,6.0,7.4,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
